locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
H16_RS13660	H16_RS13660	1	NC_008313	2959363	2960688	-		NAD(P)/FAD-dependent oxidoreductase
H16_RS13665	H16_RS13665	1	NC_008313	2960846	2963662	-		DNA polymerase I
H16_RS13670	H16_RS13670	1	NC_008313	2963895	2964614	+		TIGR00730 family Rossman fold protein
H16_RS13675	H16_RS13675	1	NC_008313	2964835	2965269	+		membrane protein
H16_RS13680	H16_RS13680	1	NC_008313	2965401	2966396	+		homoserine kinase
H16_RS13685	H16_RS13685	1	NC_008313	2966402	2967208	+		hypothetical protein
H16_RS13690	H16_RS13690	1	NC_008313	2967283	2968041	-		IclR family transcriptional regulator
H16_RS13695	H16_RS13695	1	NC_008313	2968249	2969730	+		aldehyde dehydrogenase family protein
H16_RS13700	H16_RS13700	1	NC_008313	2969727	2971256	+		sulfoacetate--CoA ligase
H16_RS13705	H16_RS13705	1	NC_008313	2971469	2972761	+		MFS transporter
H16_RS13710	H16_RS13710	1	NC_008313	2972805	2975153	-		DNA-dependent helicase
H16_RS13715	H16_RS13715	1	NC_008313	2975373	2978240	+		valine--tRNA ligase
H16_RS13720	H16_RS13720	1	NC_008313	2978370	2979260	+		UTP--glucose-1-phosphate uridylyltransferase GalU
H16_RS13725	H16_RS13725	1	NC_008313	2979372	2980418	-		GntR family transcriptional regulator
H16_RS13730	H16_RS13730	1	NC_008313	2980652	2981335	+		amino acid ABC transporter permease
H16_RS13735	H16_RS13735	1	NC_008313	2981351	2982001	+		amino acid ABC transporter permease
H16_RS13740	H16_RS13740	1	NC_008313	2982039	2982779	+		amino acid ABC transporter ATP-binding protein
H16_RS13745	H16_RS13745	1	NC_008313	2982841	2983635	+		transporter substrate-binding domain-containing protein
H16_RS13750	H16_RS13750	1	NC_008313	2983656	2985224	+		altronate dehydratase
H16_RS13755	H16_RS13755	1	NC_008313	2985291	2985734	-		GNAT family N-acetyltransferase
H16_RS13760	H16_RS13760	1	NC_008313	2986092	2986319	-		sulfurtransferase TusA family protein
H16_RS13765	H16_RS13765	1	NC_008313	2986370	2986954	-		NUDIX hydrolase
H16_RS13770	H16_RS13770	1	NC_008313	2987000	2988031	-		low specificity L-threonine aldolase
H16_RS13775	H16_RS13775	1	NC_008313	2988060	2988248	-		4-oxalocrotonate tautomerase
H16_RS13780	H16_RS13780	1	NC_008313	2988301	2989077	-		class II aldolase/adducin family protein
H16_RS13785	H16_RS13785	1	NC_008313	2989223	2990482	-		YbfB/YjiJ family MFS transporter
H16_RS13790	H16_RS13790	1	NC_008313	2990612	2991505	+		LysR family transcriptional regulator
H16_RS13795	H16_RS13795	1	NC_008313	2991647	2993107	+		nodulation protein NfeD
H16_RS13800	H16_RS13800	1	NC_008313	2993110	2993874	+		slipin family protein
H16_RS13805	H16_RS13805	1	NC_008313	2993998	2996622	-		alanine--tRNA ligase
H16_RS13810	H16_RS13810	1	NC_008313	2996921	2998141	+		CoA transferase
H16_RS13815	H16_RS13815	1	NC_008313	2998235	2998690	+		DUF2214 family protein
H16_RS13820	H16_RS13820	1	NC_008313	2998718	2999713	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS13825	H16_RS13825	1	NC_008313	2999746	3001542	-		potassium/proton antiporter
H16_RS13830	H16_RS13830	1	NC_008313	3001895	3002356	+		tripartite tricarboxylate transporter TctB family protein
H16_RS13835	H16_RS13835	1	NC_008313	3002370	3003872	+		tripartite tricarboxylate transporter permease
H16_RS13840	H16_RS13840	1	NC_008313	3004052	3004525	+		YbaK/EbsC family protein
H16_RS13845	H16_RS13845	1	NC_008313	3004669	3006924	-		catalase/peroxidase HPI
H16_RS13850	H16_RS13850	1	NC_008313	3007152	3008036	-		LysR family transcriptional regulator
H16_RS13855	H16_RS13855	1	NC_008313	3008200	3009177	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS13860	H16_RS13860	1	NC_008313	3009230	3010855	+		gamma-glutamyltransferase
H16_RS13865	H16_RS13865	1	NC_008313	3011029	3011889	+		PhzF family phenazine biosynthesis protein
H16_RS13870	H16_RS13870	1	NC_008313	3011946	3012563	+		pyridoxamine 5'-phosphate oxidase family protein
H16_RS13875	H16_RS13875	1	NC_008313	3012565	3014004	-		CoA transferase
H16_RS13880	H16_RS13880	1	NC_008313	3014260	3016017	+		glutamine--tRNA ligase
H16_RS13885	H16_RS13885	1	NC_008313	3016017	3016259	+		RNA-binding S4 domain-containing protein
H16_RS13890	H16_RS13890	1	NC_008313	3016326	3016709	+		membrane protein
H16_RS13895	H16_RS13895	1	NC_008313	3016724	3017311	+		polyisoprenoid-binding protein
H16_RS13900	H16_RS13900	1	NC_008313	3017420	3017728	+		hypothetical protein
H16_RS13905	H16_RS13905	1	NC_008313	3017840	3018388	+		YaeQ family protein
H16_RS13910	H16_RS13910	1	NC_008313	3018448	3018795	+		FKBP-type peptidyl-prolyl cis-trans isomerase
H16_RS13915	H16_RS13915	1	NC_008313	3018876	3019196	-		hypothetical protein
H16_RS13920	H16_RS13920	1	NC_008313	3019452	3020207	+		gamma-glutamylcyclotransferase
H16_RS13925	H16_RS13925	1	NC_008313	3020225	3021025	+		ankyrin
H16_RS13930	H16_RS13930	1	NC_008313	3021096	3022811	-		long-chain-fatty-acid--CoA ligase
H16_RS13935	H16_RS13935	1	NC_008313	3023046	3023891	+		thioredoxin
H16_RS13940	H16_RS13940	1	NC_008313	3023962	3024339	+		cupin domain-containing protein
H16_RS13945	H16_RS13945	1	NC_008313	3024346	3024786	-		hemerythrin
H16_RS13950	H16_RS13950	1	NC_008313	3024911	3025489	+		ATP-binding protein
H16_RS13955	H16_RS13955	1	NC_008313	3025505	3026374	-		tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA
H16_RS13960	H16_RS13960	1	NC_008313	3026587	3028938	+		AsmA family protein
H16_RS13965	H16_RS13965	1	NC_008313	3029247	3030440	+		MFS transporter
H16_RS13970	H16_RS13970	1	NC_008313	3030586	3031224	+		pyridoxamine 5'-phosphate oxidase
H16_RS13975	H16_RS13975	1	NC_008313	3031457	3032698	+		class I SAM-dependent methyltransferase
H16_RS13980	H16_RS13980	1	NC_008313	3032714	3033766	+		DUF72 domain-containing protein
H16_RS13985	H16_RS13985	7	NC_008313	3033937	3034626	+		CoA-binding protein
H16_RS13990	H16_RS13990	1	NC_008313	3034685	3035227	-		peptide-methionine (S)-S-oxide reductase
H16_RS13995	H16_RS13995	1	NC_008313	3035306	3036841	-		long-chain-fatty-acid--CoA ligase
H16_RS14000	H16_RS14000	1	NC_008313	3036838	3038091	-		acyl-CoA dehydrogenase family protein
H16_RS14005	H16_RS14005	1	NC_008313	3038180	3039001	-		alpha/beta fold hydrolase
H16_RS14010	H16_RS14010	1	NC_008313	3038998	3040068	-		hypothetical protein
H16_RS14015	H16_RS14015	1	NC_008313	3040225	3040782	+		flavin reductase
H16_RS14020	H16_RS14020	1	NC_008313	3040800	3041255	+		MarR family transcriptional regulator
H16_RS14025	H16_RS14025	1	NC_008313	3041252	3041734	-		Lrp/AsnC family transcriptional regulator
H16_RS14030	H16_RS14030	1	NC_008313	3041893	3042543	+		arylformamidase
H16_RS14035	H16_RS14035	1	NC_008313	3042579	3043835	+		kynureninase
H16_RS14040	H16_RS14040	1	NC_008313	3043849	3044733	+		tryptophan 2,3-dioxygenase
H16_RS14045	H16_RS14045	1	NC_008313	3044759	3045568	-		IclR family transcriptional regulator
H16_RS14050	H16_RS14050	1	NC_008313	3045816	3047009	+		acyl-CoA dehydrogenase
H16_RS14055	H16_RS14055	1	NC_008313	3047161	3047799	-		peroxiredoxin
H16_RS14060	H16_RS14060	1	NC_008313	3048107	3048382	+		DUF883 family protein
H16_RS14065	H16_RS14065	1	NC_008313	3048551	3048931	+		membrane protein
H16_RS33690	H16_RS33690	1	NC_008313	3048928	3049434	+		DUF3318 domain-containing protein
H16_RS33695	H16_RS33695	1	NC_008313	3049456	3052356	-		EAL domain-containing protein
H16_RS14070	H16_RS14070	5	NC_008313	3052475	3052550	-		tRNA-Lys
H16_RS14075	H16_RS14075	1	NC_008313	3052607	3053722	-		YeeE/YedE family protein
H16_RS14080	H16_RS14080	1	NC_008313	3053749	3054432	-		7-cyano-7-deazaguanine synthase QueC
H16_RS14085	H16_RS14085	1	NC_008313	3054560	3055318	-		tol-pal system protein YbgF
H16_RS14090	H16_RS14090	1	NC_008313	3055343	3055849	-		peptidoglycan-associated lipoprotein Pal
H16_RS14095	H16_RS14095	1	NC_008313	3055865	3057238	-		Tol-Pal system protein TolB
H16_RS14100	H16_RS14100	1	NC_008313	3057447	3058469	-		cell envelope integrity protein TolA
H16_RS14105	H16_RS14105	1	NC_008313	3058506	3058949	-		protein TolR
H16_RS14110	H16_RS14110	1	NC_008313	3059021	3059704	-		protein TolQ
H16_RS14115	H16_RS14115	1	NC_008313	3059701	3060105	-		tol-pal system-associated acyl-CoA thioesterase
H16_RS14120	H16_RS14120	1	NC_008313	3060531	3061778	+		serine hydroxymethyltransferase
H16_RS14125	H16_RS14125	1	NC_008313	3061935	3062402	+		transcriptional repressor NrdR
H16_RS14130	H16_RS14130	1	NC_008313	3062535	3063164	+		type IV pilus modification protein PilV
H16_RS14135	H16_RS14135	1	NC_008313	3063166	3064200	+		pilus assembly protein PilW
H16_RS14140	H16_RS14140	1	NC_008313	3064197	3064805	+		pilus biosynthesis protein PilX
H16_RS14145	H16_RS14145	1	NC_008313	3064841	3068683	+		pilus biosynthesis protein PilY
H16_RS14150	H16_RS14150	1	NC_008313	3068680	3069135	+		type IV pilin protein
H16_RS14155	H16_RS14155	1	NC_008313	3069135	3069668	+		prepilin-type N-terminal cleavage/methylation domain-containing protein
H16_RS14160	H16_RS14160	1	NC_008313	3069926	3070189	+		hypothetical protein
H16_RS14165	H16_RS14165	1	NC_008313	3070186	3071091	+		membrane protein
H16_RS14170	H16_RS14170	1	NC_008313	3071085	3071690	+		pilus assembly protein
H16_RS14175	H16_RS14175	1	NC_008313	3071687	3073537	+		pilus biosynthesis protein PilY
H16_RS14180	H16_RS14180	1	NC_008313	3073534	3073992	+		prepilin-type N-terminal cleavage/methylation domain-containing protein
H16_RS14185	H16_RS14185	1	NC_008313	3074000	3074548	+		prepilin-type N-terminal cleavage/methylation domain-containing protein
H16_RS14190	H16_RS14190	1	NC_008313	3074601	3075716	+		bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
H16_RS14195	H16_RS14195	1	NC_008313	3075777	3076397	+		riboflavin synthase
H16_RS14200	H16_RS14200	1	NC_008313	3076407	3076649	-		hypothetical protein
H16_RS14205	H16_RS14205	1	NC_008313	3077117	3077413	+		hypothetical protein
H16_RS14210	H16_RS14210	1	NC_008313	3077433	3078020	+		hypothetical protein
H16_RS14215	H16_RS14215	1	NC_008313	3078017	3078262	+		hypothetical protein
H16_RS14220	H16_RS14220	1	NC_008313	3078557	3079666	+		bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
H16_RS14225	H16_RS14225	1	NC_008313	3079739	3080239	+		6,7-dimethyl-8-ribityllumazine synthase
H16_RS14230	H16_RS14230	1	NC_008313	3080232	3080750	+		transcription antitermination factor NusB
H16_RS14235	H16_RS14235	1	NC_008313	3080897	3082078	+		pyridoxal phosphate-dependent aminotransferase
H16_RS14240	H16_RS14240	1	NC_008313	3082159	3083217	-		lytic transglycosylase
H16_RS14245	H16_RS14245	1	NC_008313	3083865	3085394	+		4-hydroxy-3-polyprenylbenzoate decarboxylase
H16_RS14250	H16_RS14250	1	NC_008313	3085503	3087533	+		acetoacetate--CoA ligase
H16_RS14255	H16_RS14255	1	NC_008313	3087555	3088208	-		glutathione S-transferase family protein
H16_RS14260	H16_RS14260	1	NC_008313	3088459	3089673	+		polyhydroxyalkanoate depolymerase
H16_RS14265	H16_RS14265	1	NC_008313	3089758	3090660	+		aldose 1-epimerase
H16_RS14270	H16_RS14270	1	NC_008313	3090676	3091053	-		hypothetical protein
H16_RS14275	H16_RS14275	1	NC_008313	3091140	3092252	-		CoA transferase
H16_RS14280	H16_RS14280	1	NC_008313	3092261	3093250	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS14285	H16_RS14285	1	NC_008313	3093341	3094339	+		LysR family transcriptional regulator
H16_RS14290	H16_RS14290	1	NC_008313	3094447	3095307	+		transglutaminase family protein
H16_RS14295	H16_RS14295	5	NC_008313	3095406	3095480	+		tRNA-Gly
H16_RS14300	H16_RS14300	1	NC_008313	3095547	3096338	+		tRNA (guanosine(46)-N7)-methyltransferase TrmB
H16_RS14305	H16_RS14305	1	NC_008313	3096408	3097289	-		undecaprenyl-diphosphate phosphatase
H16_RS14310	H16_RS14310	1	NC_008313	3097368	3097928	-		DUF1439 domain-containing protein
H16_RS14315	H16_RS14315	1	NC_008313	3097970	3098275	-		hypothetical protein
H16_RS14320	H16_RS14320	1	NC_008313	3098545	3099360	+		TetR/AcrR family transcriptional regulator
H16_RS14325	H16_RS14325	1	NC_008313	3099363	3100475	+		efflux RND transporter periplasmic adaptor subunit
H16_RS14330	H16_RS14330	1	NC_008313	3100487	3103732	+		efflux RND transporter permease subunit
H16_RS14335	H16_RS14335	1	NC_008313	3103846	3104499	+		protein-L-isoaspartate O-methyltransferase
H16_RS14340	H16_RS14340	1	NC_008313	3104513	3104836	+		sulfurtransferase
H16_RS14345	H16_RS14345	1	NC_008313	3104912	3106429	+		channel protein TolC
H16_RS14350	H16_RS14350	1	NC_008313	3106497	3107321	-		DUF4377 domain-containing protein
H16_RS14355	H16_RS14355	1	NC_008313	3107678	3108967	+		O-antigen ligase domain-containing protein
H16_RS14360	H16_RS14360	1	NC_008313	3108964	3110055	+		glycosyltransferase family 4 protein
H16_RS14365	H16_RS14365	1	NC_008313	3110064	3111353	-		3-deoxy-D-manno-octulosonic acid transferase
H16_RS14370	H16_RS14370	1	NC_008313	3111353	3112459	-		lipopolysaccharide heptosyltransferase I
H16_RS14375	H16_RS14375	1	NC_008313	3112440	3113825	-		phosphomannomutase/phosphoglucomutase
H16_RS14380	H16_RS14380	1	NC_008313	3114063	3115403	+		exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
H16_RS14385	H16_RS14385	1	NC_008313	3115441	3116583	+		glycosyltransferase
H16_RS14390	H16_RS14390	1	NC_008313	3116576	3117829	+		LPS biosynthesis protein
H16_RS14395	H16_RS14395	1	NC_008313	3118049	3119266	+		glycosyltransferase family 1 protein
H16_RS14400	H16_RS14400	1	NC_008313	3119332	3121269	-		hypothetical protein
H16_RS14405	H16_RS14405	1	NC_008313	3121308	3122612	-		NAD(P)/FAD-dependent oxidoreductase
H16_RS14410	H16_RS14410	1	NC_008313	3122623	3123654	-		flippase-like domain-containing protein
H16_RS14415	H16_RS14415	1	NC_008313	3123657	3124430	-		glucose-1-phosphate cytidylyltransferase
H16_RS14420	H16_RS14420	1	NC_008313	3124441	3125403	-		glycosyltransferase
H16_RS33910	H16_RS33910	1	NC_008313	3125424	3126245	-		NAD(P)-dependent oxidoreductase
H16_RS14430	H16_RS14430	1	NC_008313	3126242	3127324	-		CDP-glucose 4,6-dehydratase
H16_RS14435	H16_RS14435	1	NC_008313	3127464	3128579	-		glycosyltransferase
H16_RS14440	H16_RS14440	1	NC_008313	3128594	3129703	-		glycosyltransferase family 1 protein
H16_RS14445	H16_RS14445	1	NC_008313	3129700	3130608	-		NAD-dependent epimerase/dehydratase family protein
H16_RS14450	H16_RS14450	1	NC_008313	3130592	3131632	-		GDP-mannose 4,6-dehydratase
H16_RS33705	H16_RS33705	1	NC_008313	3131629	3134709	-		glycosyltransferase family 1 protein
H16_RS14465	H16_RS14465	1	NC_008313	3134709	3135956	-		FkbM family methyltransferase
H16_RS14470	H16_RS14470	1	NC_008313	3135992	3137263	-		ABC transporter ATP-binding protein
H16_RS14475	H16_RS14475	1	NC_008313	3137263	3138060	-		ABC transporter permease
H16_RS14480	H16_RS14480	1	NC_008313	3138060	3139499	-		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
H16_RS14485	H16_RS14485	1	NC_008313	3139889	3140440	-		dTDP-4-dehydrorhamnose 3,5-epimerase
H16_RS14490	H16_RS14490	1	NC_008313	3140437	3141315	-		glucose-1-phosphate thymidylyltransferase
H16_RS14495	H16_RS14495	1	NC_008313	3141308	3142243	-		dTDP-4-dehydrorhamnose reductase
H16_RS14500	H16_RS14500	1	NC_008313	3142233	3143297	-		dTDP-glucose 4,6-dehydratase
H16_RS14505	H16_RS14505	1	NC_008313	3143495	3144343	+		symmetrical bis(5'-nucleosyl)-tetraphosphatase
H16_RS14510	H16_RS14510	1	NC_008313	3144379	3145212	-		1-acyl-sn-glycerol-3-phosphate acyltransferase
H16_RS14515	H16_RS14515	1	NC_008313	3145209	3146492	-		dihydroorotase
H16_RS14520	H16_RS14520	1	NC_008313	3146555	3147529	-		aspartate carbamoyltransferase
H16_RS14525	H16_RS14525	1	NC_008313	3147622	3148158	-		bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR
H16_RS14530	H16_RS14530	1	NC_008313	3148155	3148580	-		Holliday junction resolvase RuvX
H16_RS14535	H16_RS14535	1	NC_008313	3148573	3149145	-		YqgE/AlgH family protein
H16_RS14540	H16_RS14540	1	NC_008313	3149248	3149955	-		16S rRNA pseudouridine(516) synthase
H16_RS14545	H16_RS14545	1	NC_008313	3150107	3151297	-		heme biosynthesis protein HemY
H16_RS14550	H16_RS14550	1	NC_008313	3151302	3153425	-		fused uroporphyrinogen-III synthase HemD/membrane protein HemX
H16_RS14555	H16_RS14555	1	NC_008313	3153435	3154448	-		hydroxymethylbilane synthase
H16_RS14560	H16_RS14560	1	NC_008313	3154523	3157561	+		phosphoenolpyruvate carboxylase
H16_RS14565	H16_RS14565	1	NC_008313	3157664	3158281	-		ferritin-like domain-containing protein
H16_RS14570	H16_RS14570	1	NC_008313	3158451	3159047	+		sigma-70 family RNA polymerase sigma factor
H16_RS14575	H16_RS14575	1	NC_008313	3159044	3159796	+		membrane protein
H16_RS14580	H16_RS14580	1	NC_008313	3159940	3161358	+		argininosuccinate lyase
H16_RS14585	H16_RS14585	1	NC_008313	3161648	3162250	+		TRAP transporter small permease subunit
H16_RS14590	H16_RS14590	1	NC_008313	3162263	3163978	+		TRAP transporter large permease subunit
H16_RS14595	H16_RS14595	1	NC_008313	3164322	3164558	+		plasmid stability protein StbC
H16_RS14600	H16_RS14600	1	NC_008313	3164545	3164961	+		type II toxin-antitoxin system VapC family toxin
H16_RS14605	H16_RS14605	1	NC_008313	3165030	3167303	-		lysine decarboxylase
H16_RS14610	H16_RS14610	1	NC_008313	3167454	3168020	-		dCTP deaminase
H16_RS14615	H16_RS14615	1	NC_008313	3168117	3168947	-		sulfurtransferase FdhD
H16_RS14620	H16_RS14620	1	NC_008313	3169011	3169400	-		hypothetical protein
H16_RS14625	H16_RS14625	1	NC_008313	3169435	3170643	-		formate dehydrogenase subunit gamma
H16_RS14630	H16_RS14630	1	NC_008313	3170708	3170944	-		hypothetical protein
H16_RS14635	H16_RS14635	1	NC_008313	3170941	3171618	-		4Fe-4S dicluster domain-containing protein
H16_RS14640	H16_RS14640	1	NC_008313	3171634	3174666	-		twin-arginine translocation signal domain-containing protein
H16_RS14645	H16_RS14645	1	NC_008313	3174738	3174953	-		hypothetical protein
H16_RS14650	H16_RS14650	1	NC_008313	3175153	3175785	-		hypothetical protein
H16_RS14655	H16_RS14655	1	NC_008313	3175821	3177986	-		4Fe-4S dicluster domain-containing protein
H16_RS14660	H16_RS14660	1	NC_008313	3178088	3178678	-		DUF3306 domain-containing protein
H16_RS14665	H16_RS14665	1	NC_008313	3178706	3179239	-		DUF3305 domain-containing protein
H16_RS14670	H16_RS14670	1	NC_008313	3179262	3180350	-		iron-sulfur cluster carrier protein ApbC
H16_RS14675	H16_RS14675	1	NC_008313	3180690	3181328	+		OmpA family protein
H16_RS14680	H16_RS14680	1	NC_008313	3181618	3183678	+		methionine--tRNA ligase
H16_RS14685	H16_RS14685	1	NC_008313	3184033	3187359	+		carbamoyl phosphate synthase large subunit
H16_RS14690	H16_RS14690	1	NC_008313	3187406	3189139	+		acyl-CoA synthetase
H16_RS14695	H16_RS14695	1	NC_008313	3189261	3190052	+		IclR family transcriptional regulator
H16_RS14700	H16_RS14700	1	NC_008313	3190112	3191713	+		ABC transporter substrate-binding protein
H16_RS14705	H16_RS14705	1	NC_008313	3191783	3192694	+		ABC transporter permease
H16_RS14710	H16_RS14710	1	NC_008313	3192687	3193580	+		ABC transporter permease
H16_RS14715	H16_RS14715	1	NC_008313	3193577	3194623	+		ABC transporter ATP-binding protein
H16_RS14720	H16_RS14720	1	NC_008313	3194640	3195605	+		ATP-binding cassette domain-containing protein
H16_RS14725	H16_RS14725	1	NC_008313	3195621	3196169	-		outer membrane protein assembly factor BamE
H16_RS14730	H16_RS14730	1	NC_008313	3196213	3200361	-		translocation/assembly module TamB
H16_RS14735	H16_RS14735	1	NC_008313	3200402	3202204	-		outer membrane protein assembly factor
H16_RS14740	H16_RS14740	1	NC_008313	3202372	3202563	+		DUF3460 family protein
H16_RS14745	H16_RS14745	1	NC_008313	3202595	3203488	+		segregation/condensation protein A
H16_RS14750	H16_RS14750	1	NC_008313	3203693	3204541	+		pantoate--beta-alanine ligase
H16_RS14755	H16_RS14755	1	NC_008313	3204591	3205784	-		PepSY domain-containing protein
H16_RS14760	H16_RS14760	1	NC_008313	3205918	3207438	-		cobyric acid synthase
H16_RS14765	H16_RS14765	1	NC_008313	3207480	3208175	+		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
H16_RS14770	H16_RS14770	1	NC_008313	3208169	3209143	+		cobalamin biosynthesis protein
H16_RS14775	H16_RS14775	1	NC_008313	3209140	3210159	+		threonine-phosphate decarboxylase
H16_RS14780	H16_RS14780	1	NC_008313	3210178	3211083	+		cobalamin-binding protein
H16_RS14785	H16_RS14785	1	NC_008313	3211084	3211665	-		alpha-ribazole-5'-phosphate phosphatase
H16_RS14790	H16_RS14790	1	NC_008313	3211650	3212474	-		adenosylcobinamide-GDP ribazoletransferase
H16_RS14795	H16_RS14795	1	NC_008313	3212471	3213511	-		nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
H16_RS14800	H16_RS14800	1	NC_008313	3213545	3214177	-		cob(I)yrinic acid a,c-diamide adenosyltransferase
H16_RS14805	H16_RS14805	1	NC_008313	3214174	3215013	-		ABC transporter ATP-binding protein
H16_RS14810	H16_RS14810	1	NC_008313	3215010	3216017	-		iron ABC transporter permease
H16_RS14815	H16_RS14815	1	NC_008313	3216033	3217937	-		TonB-dependent receptor
H16_RS14820	H16_RS14820	1	NC_008313	3218520	3218840	+		hypothetical protein
H16_RS14825	H16_RS14825	1	NC_008313	3218837	3219169	+		cell division protein ZapA
H16_RS14830	H16_RS14830	1	NC_008313	3219805	3220245	+		EVE domain-containing protein
H16_RS14835	H16_RS14835	1	NC_008313	3220299	3221123	+		sulfite exporter TauE/SafE family protein
H16_RS14840	H16_RS14840	1	NC_008313	3221238	3221936	+		DUF541 domain-containing protein
H16_RS14845	H16_RS14845	1	NC_008313	3221985	3223538	-		malonyl-CoA synthase
H16_RS14850	H16_RS14850	1	NC_008313	3223612	3224394	-		enoyl-CoA hydratase
H16_RS14855	H16_RS14855	1	NC_008313	3224439	3225452	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS14860	H16_RS14860	1	NC_008313	3225600	3227057	-		malonyl-CoA decarboxylase
H16_RS14865	H16_RS14865	1	NC_008313	3227124	3227843	-		GntR family transcriptional regulator
H16_RS14870	H16_RS14870	1	NC_008313	3228660	3229754	+		DUF898 domain-containing protein
H16_RS14875	H16_RS14875	1	NC_008313	3229784	3230803	+		M48 family metallopeptidase
H16_RS14880	H16_RS14880	1	NC_008313	3230819	3231637	-		prolipoprotein diacylglyceryl transferase
H16_RS14885	H16_RS14885	1	NC_008313	3231710	3232654	-		LysR family transcriptional regulator
H16_RS14890	H16_RS14890	1	NC_008313	3232823	3234496	+		dihydroxy-acid dehydratase
H16_RS14895	H16_RS14895	1	NC_008313	3234599	3235084	-		hypothetical protein
H16_RS14900	H16_RS14900	1	NC_008313	3235081	3235515	-		DNA polymerase III subunit chi
H16_RS14905	H16_RS14905	1	NC_008313	3235550	3237088	-		leucyl aminopeptidase
H16_RS14910	H16_RS14910	1	NC_008313	3237276	3238403	+		LPS export ABC transporter permease LptF
H16_RS14915	H16_RS14915	1	NC_008313	3238400	3239566	+		LPS export ABC transporter permease LptG
H16_RS14920	H16_RS14920	1	NC_008313	3239580	3239972	+		cobalamin biosynthesis protein CbiX
H16_RS14925	H16_RS14925	1	NC_008313	3240053	3240853	-		uroporphyrinogen-III C-methyltransferase
H16_RS14930	H16_RS14930	1	NC_008313	3240881	3242185	-		sulfate adenylyltransferase subunit 1
H16_RS14935	H16_RS14935	1	NC_008313	3242211	3243176	-		sulfate adenylyltransferase subunit CysD
H16_RS14940	H16_RS14940	1	NC_008313	3243188	3243991	-		phosphoadenylyl-sulfate reductase
H16_RS14945	H16_RS14945	1	NC_008313	3243988	3244569	-		DUF934 domain-containing protein
H16_RS14950	H16_RS14950	1	NC_008313	3244586	3246268	-		nitrite/sulfite reductase
H16_RS14955	H16_RS14955	1	NC_008313	3246297	3247070	-		sulfite exporter TauE/SafE family protein
H16_RS14960	H16_RS14960	7	NC_008313	3247237	3248182	+		transcriptional regulator
H16_RS14965	H16_RS14965	1	NC_008313	3248267	3249430	+		class I SAM-dependent methyltransferase
H16_RS14970	H16_RS14970	1	NC_008313	3249525	3250682	+		ABC transporter substrate-binding protein
H16_RS14975	H16_RS14975	1	NC_008313	3250711	3251592	+		NAD(P)-dependent oxidoreductase
H16_RS14980	H16_RS14980	1	NC_008313	3251615	3252535	-		alpha/beta hydrolase
H16_RS14985	H16_RS14985	5	NC_008313	3252685	3252769	+		tRNA-Leu
H16_RS14990	H16_RS14990	1	NC_008313	3252964	3253707	+		peptidase
H16_RS14995	H16_RS14995	1	NC_008313	3254196	3255881	+		aspartate-alanine antiporter
H16_RS15000	H16_RS15000	1	NC_008313	3255976	3257601	+		bifunctional aspartate transaminase/aspartate 4-decarboxylase
H16_RS15005	H16_RS15005	1	NC_008313	3258170	3259030	+		cytochrome b561
H16_RS15010	H16_RS15010	1	NC_008313	3259033	3260406	+		GntP family transporter
H16_RS15015	H16_RS15015	1	NC_008313	3260447	3261355	+		SMP-30/gluconolactonase/LRE family protein
H16_RS15020	H16_RS15020	1	NC_008313	3261398	3262210	-		N-formylglutamate deformylase
H16_RS15025	H16_RS15025	1	NC_008313	3262248	3263654	-		formimidoylglutamate deiminase
H16_RS15030	H16_RS15030	1	NC_008313	3263651	3264904	-		imidazolonepropionase
H16_RS15035	H16_RS15035	1	NC_008313	3264901	3265503	-		HutD family protein
H16_RS15040	H16_RS15040	1	NC_008313	3265500	3267200	-		urocanate hydratase
H16_RS15045	H16_RS15045	1	NC_008313	3267252	3268829	-		histidine ammonia-lyase
H16_RS15050	H16_RS15050	1	NC_008313	3268894	3269655	-		histidine utilization repressor
H16_RS15055	H16_RS15055	1	NC_008313	3269672	3270451	-		ABC transporter ATP-binding protein
H16_RS15060	H16_RS15060	1	NC_008313	3270448	3271317	-		ABC transporter permease
H16_RS15065	H16_RS15065	1	NC_008313	3271345	3272313	-		ABC transporter permease
H16_RS15070	H16_RS15070	1	NC_008313	3272625	3273632	-		NAD-dependent epimerase/dehydratase family protein
H16_RS15075	H16_RS15075	1	NC_008313	3273642	3274700	+		CDP-6-deoxy-delta-3,4-glucoseen reductase
H16_RS15080	H16_RS15080	1	NC_008313	3274980	3276167	+		acetylornithine transaminase
